NAME;LABEL
23.55.10.11.21;Draft Control Devices
23.55.10.11.24;Insulated Sectional Chimneys
23.55.10.14;Towers
23.55.10.14.11;Cooling Towers 
23.55.10.14.14;Water Towers
23.60.00.00;General Purpose: Services 
23.60.10.00;General Measuring Instruments
23.60.10.11;Temperature Measuring Instruments
23.60.10.14;Pressure Measuring Instruments
23.60.10.17;Flow Meters
23.60.10.21;Concentration Measuring Instruments
23.60.10.21.11;Humidity Concentration Measuring Instruments
23.60.10.21.14;Carbon Dioxide (COІ) Concentration Measuring Instruments
23.60.10.21.17;Ozone Concentration Measuring Instruments
23.60.10.21.21;Other Gas Concentration Measuring Instruments
23.60.10.24;Heat Measuring Instruments
23.60.10.27;Level Measuring Instruments
23.60.10.31;Weighing Instruments
23.60.30.00;General Pipework and Ductwork Products
23.60.30.11;Pipework Products for General Use
23.60.30.11.14;Pipework Fittings
23.60.30.11.14.11;Water Hammer Arrestors
23.60.30.11.14.14;Pipe Expansion Compensators
23.60.30.11.17;Pipework/Ductwork Mechanical Fasteners/Supports
23.60.30.14;Ducting and Wireways for General Use
23.60.30.14.11;Underfloor Wireways
23.60.30.14.14;Service Penetrations
23.60.30.17;Manholes
23.60.30.21;Pumps
23.60.30.21.11;Pump Components
23.60.30.21.14;Manual Pumps
23.60.30.21.17;Motor Pumps
23.60.30.21.21;Pump Sets
23.60.30.21.24;Booster Pumps
23.60.30.24;Poles for Aerial Networks
23.60.30.24.11;Utility Poles
23.60.30.24.14;Lighting Poles and Standards
23.60.30.24.17;Antenna Towers
23.60.30.24.21;Transmission Towers
23.60.50.00;General Purpose Controls
23.60.50.11;Photoelectric Cells
23.60.50.14;Infra Red and Other Remote Controls
23.60.50.17;Hydraulic Controls
23.60.50.21;Pneumatic Controls
23.60.50.24;Electric Controls
23.60.50.27;Digital Controls
23.60.70.00;General Protection for Services
23.60.70.11;Fireproofing for Services
23.60.70.11.11;Fire Dampers
23.60.70.14;Smoke Seals for Ductwork
23.60.70.14.11;Smoke Dampers
23.65.00.00;Supply and Distribution of Liquids and Gases
23.65.05.00;Complete Supply, Storage and Distribution Systems
23.65.05.11;Complete Systems for Supply, Storage and Distribution of Liquids
23.65.05.11.11;Water Supply Systems
23.65.05.11.14;Consumable Liquids Supply Systems
23.65.05.11.17;Liquid Fuel Supply Systems
23.65.05.11.21;Liquid Fire Suppression Systems
23.65.05.11.99;Other Liquid Supply Systems
23.65.05.14;Complete Systems for Supply, Storage and Distribution of Gases
23.65.05.14.11;Steam Supply Systems
23.65.05.14.14;Fuel Gas Supply Systems
23.65.05.14.17;Medical Gases Supply Systems
23.65.05.14.21;Gaseous Fire Suppression Systems
23.65.05.14.99;Other Gas Supply Systems
23.65.20.00;Storage Vessels for Supplied Liquids and Gases
23.65.20.11;Storage Vessels for Liquids
23.65.20.11.11;Liquid Storage Components
23.65.20.11.11.11;Overflow Regulators
23.65.20.11.11.14;Fill and Valve Caps
23.65.20.11.11.17;Vents for Liquid Storage Tanks
23.65.20.11.14;Rainwater Tanks
23.65.20.11.17;Supply Water Tanks
23.65.20.11.21;Consumable Liquid Storage Vessels
23.65.20.11.24;Liquid Fuel Storage Vessels
23.65.20.11.24.11;Fuel Oil Pre-Heaters
23.65.20.11.27;Other Liquid Storage Vessels
23.65.20.14;Storage Vessels for Gases
23.65.20.14.11;Vacuum/Pressurized Air Storage Vessels
23.65.20.14.14;Steam Storage Vessels
23.65.20.14.17;Medical Gases Storage Vessels
23.65.20.14.21;Fuel Gas and LPG Storage Vessels
23.65.20.14.24;Other Gas Storage Vessels
23.65.35.00;Heaters for Supplied Liquids 
23.65.35.11;Supply Water Heaters
23.65.35.11.11;Storage Water Heaters 
23.65.35.11.14;Instantaneous Water Heaters
23.65.35.11.17;Thermodynamic Water Heaters
23.65.35.99;Heaters for Other Supplied Liquids
23.65.50.00;Treatment of Supplied Liquids/Gases
23.65.50.11;Water Treatment
23.65.50.11.11;Water Treatment Components
23.65.50.11.11.11;Water Filters
23.65.50.11.11.14;Water Softeners
23.65.50.11.11.17;Magnetic/Electronic Water Treatment
23.65.50.11.11.21;Sterilizers
23.65.50.11.11.24;Salinators
23.65.50.11.11.27;Chlorinators
23.65.50.11.11.31;Ionizers, Ozone Treatment
23.65.50.11.11.34;Additives for Water Treatment
23.65.50.11.14;Packaged Water Treatment Systems
23.65.55.00;Distribution of Supplied Liquids/Gases
23.65.55.11;Supply Pumps and Compressors
23.65.55.11.11;Gas Compressors/Vacuum Pumps
23.65.55.14;Valves for Liquid Services
23.65.55.14.11;Inlet/Outlet Valves for Liquid Services
23.65.55.14.11.11;Fill Valves for Liquid Services
23.65.55.14.11.14;Bleeding Valves for Liquid Services
23.65.55.14.11.17;Overflow Valves for Liquid Services
23.65.55.14.14;Isolation Valves for Liquid Services
23.65.55.14.17;Adjusting/Controlling Valves for Liquid Services
23.65.55.14.21;Non-Return Valves for Liquid Services
23.65.55.14.24;Mixing Valves for Liquid Services
23.65.55.17;Valves for Gas Supply Services
23.65.55.17.11;Inlet/Outlet Valves for Gas Supplies
23.65.55.17.11.11;Steam Outlet Valves
23.65.55.17.14;Isolation Valves for Gas Supplies
23.65.55.17.17;Adjusting/Controlling Valves for Gas Supplies
23.65.55.17.21;Non-Return Valves for Gas Supplies
23.65.70.00;Terminals for Supplied Liquids and Gases
23.65.70.11;Fixtures for Supplied Liquids and Gases
23.65.70.11.11;Fixtures for Liquids
23.65.70.11.14;Gas Service Fixtures
23.65.70.14;Fountains
23.65.70.14.11;Drinking Fountains/Coolers
23.65.70.14.11.11;Security Drinking Fountains/Coolers
23.65.70.17;Fire Fighting Terminals
23.65.70.17.11;Fire Fighting Terminal Components
23.65.70.17.11.11;Fire Hydrants
23.65.70.17.11.14;Fire Hose Reels
23.65.70.17.11.17;Fire Hoses
23.65.70.17.11.21;Fire Fighting Gas Terminals
23.65.70.17.11.24;Fire Fighting Sprinkler Heads
23.65.70.17.11.27;Cabinets for Fire Hoses
23.65.70.17.11.31;Fire Fighting Media 
23.65.70.17.14;Water Fire Fighting Terminals
23.65.70.17.17;Gaseous Fire Fighting Terminals
23.65.70.17.21;Foam Fire Fighting Terminals
23.65.70.17.24;Powder Fire Fighting Terminals
23.65.70.17.27;Fire Extinguishers
23.70.00.00;Waste Management
23.70.30.00;Solid Waste Handling Products  
23.70.30.11;Solid Waste Impelling Equipment
23.70.30.14;Solid Waste Treatment Equipment
23.70.30.14.11;Solid Waste Compactors, Destructors, and Balers
23.70.30.14.14;Solid Waste Crushers
23.70.30.14.17;Solid Waste Pulping Machines
23.70.30.14.21;Solid Waste Shredding Machines
23.70.30.14.24;Pneumatic Waste Equipment
23.70.30.14.27;Incinerators
23.70.30.14.27.11;Solid Waste Incinerators
23.70.30.14.27.14;Packaged Incinerators
23.70.30.14.31;Recycling Equipment
23.70.30.17;Solid Waste Monitoring and Control Equipment
23.70.30.17.11;Solid Waste Metal Detectors
23.70.30.17.14;Solid Waste Detectors for Other Solids
23.70.30.21;Solid Waste Collection and Removal Products
23.70.30.21.11;Complete Solid Waste Removal Systems
23.70.30.21.14;Solid Waste Bins
23.70.30.21.17;Gravity Chute Solid Waste Systems
23.70.30.21.21;Refuse Disposal Chutes
23.70.30.21.21.11;Refuse Hoppers
23.70.30.21.21.14;Refuse Chute Doors
23.70.30.21.21.17;Refuse Chute Decontamination Units
23.70.30.24;Solid Waste Handling Systems
23.70.30.24.11;Refuse Compactors
23.70.30.24.14;Refuse Containers
23.70.30.24.17;Dust Collectors
23.70.50.00;Liquid Waste Handling Services
23.70.50.11;Pumps for Liquid Waste
23.70.50.11.11;Surface Waste Water Pumps
23.70.50.11.14;Sewage and Sludge Pumps
23.70.50.11.14.11;Oil-Water Separators
23.70.50.11.14.14;Packaged Sewage and Sludge Pump Stations
23.70.50.11.14.17;Sewage Ejectors
23.70.50.11.17;Combined Macerator-Pumps
23.70.50.14;Liquid Waste Treatment
23.70.50.14.11;Packaged Sewage Treatment Plants
23.70.50.14.14;General Waste Water Treatment Equipment
23.70.50.14.14.11;Grit Collecting Equipment
23.70.50.14.14.14;Screening and grinding Equipment
23.70.50.14.14.17;Sedimentation Tank Equipment
23.70.50.14.14.21;Scum Removal Equipment
23.70.50.14.14.24;Chemical Equipment
23.70.50.14.14.27;Sludge Handling and Treatment Equipment
23.70.50.14.14.31;Filter Underdrains and Media
23.70.50.14.14.31.11;Filter Bottoms
23.70.50.14.14.31.14;Filter Media
23.70.50.14.14.31.17;Package Filters
23.70.50.14.14.34;Filter Press Equipment
23.70.50.14.14.37;Trickling Filter Equipment
23.70.50.14.17;Other Waste Water Treatment Equipment
23.70.50.14.17.11;Waste Water Compressors
23.70.50.14.17.14;Waste Water Aeration Equipment
23.70.50.14.17.17;Waste Water Oxygenation Systems
23.70.50.14.17.17.11;Waste Water Oxygen Dissolution System
23.70.50.14.17.17.14;Waste Water Oxygen Generators
23.70.50.14.17.17.17;Waste Water Oxygen Storage Facility
23.70.50.14.17.21;Sludge Digestion Equipment
23.70.50.14.17.21.11;Sludge Conditioning Systems
23.70.50.14.17.21.14;Sludge Incinerators
23.70.50.14.17.24;Digester Mixing Equipment
23.70.50.14.17.24.11;Digester Covers and Appurtenances
23.70.50.14.17.24.11.11;Fixed Digester Covers
23.70.50.14.17.24.11.14;Floating Digester Covers
23.70.50.14.17.24.11.17;Gasholder Covers
23.70.50.14.21;Septic Tank Systems
23.70.50.14.21.11;Drainage Field
23.70.50.14.21.14;Grease Interceptor
23.70.50.14.21.17;Sand Filter
23.70.50.14.21.21;Septic Tank
23.70.50.14.21.24;Siphon Tank
23.70.50.14.24;Bacterial Filter Tanks
23.70.50.14.27;Liquid Waste Decanters
23.70.50.14.31;Liquid Waste Separators
23.70.50.17;Liquid Waste Monitoring and Control
23.70.50.17.11;Detectors of Water Pollution
23.70.50.21;Liquid Waste Collection and Removal
23.70.50.21.24;Waste Water Drains
23.70.50.21.24.11;Roof Waste Water Drains
23.70.50.21.24.14;Deck Waste Water Drains
23.70.50.21.27;Drainage Pipes, Couplings, Collectors
23.70.50.21.31;Pipework Access Fittings
23.70.50.21.34;French Drain
23.70.50.21.37;Valves for Removal Systems
23.70.50.21.37.11;Air Inlet Valves for Removal Systems
23.70.50.21.37.14;Non-Return Valves for Removal Systems
23.70.50.24;Rainwater Removal
23.70.50.24.11;Roof Gutters/Eavestroughs
23.70.50.24.14;Downspouts
23.70.50.24.14.11;Mechanical Fasteners for Downspouts
23.70.50.24.14.14;Downspout Strainers
23.70.50.24.17;Siphonic Drains
23.70.70.00;Gaseous Waste Handling Services
23.70.70.11;Gaseous Waste Impelling Equipment
23.70.70.11.11;Flue Booster Fans
23.70.70.11.14;Flue Dilution Fans
23.70.70.11.17;Fume Extractor Fans
23.70.70.14;Gaseous Waste Treatment
23.70.70.14.11;Flue Gas Purifiers
23.70.70.17;Gaseous Waste Monitoring and Control
23.70.70.17.11;Air Pollution Detectors
23.70.70.17.14;Flue Gas Analyzers
23.70.70.21;Gaseous Waste Removal
23.70.70.21.11;Complete Gaseous Waste Handling Systems
23.70.70.21.14;Complete Flue and Chimney Systems
23.70.70.21.14.11;Gas Vents
23.70.70.21.14.14;Fabricated Stacks
23.70.70.21.14.17;Fabricated Breechings and Accessories
23.70.70.21.14.21;Insulated Sectional Chimneys
23.70.70.21.17;Flue and Chimney Systems Components
23.70.70.21.17.11;Draft Control Devices
23.70.70.21.17.14;Fireplace Lintels
23.70.70.21.17.17;Flue Linings
23.70.70.21.17.21;Flue Caps, Cowls
23.70.70.21.17.24;Access Panels for Chimneys
23.70.70.21.17.27;Dampers for Chimneys
23.70.70.21.17.31;Fire Shutter Extinguishers
23.75.00.00;Climate Control (HVAC)
23.75.10.00;Transformation and Conversion of Energy
23.75.10.11;Central Heat Generators
23.75.10.11.14;Hot Water Heat Generators
23.75.10.11.14.11;Cast-Iron Boilers
23.75.10.11.14.14;Condensing Boilers
23.75.10.11.14.17;Finned Water-Tube Boilers
23.75.10.11.14.21;Firebox Heating Boilers
23.75.10.11.14.24;Flexible Water-Tube Boilers
23.75.10.11.14.27;Pulse Combustion Boilers
23.75.10.11.14.31;Scotch Marine Boilers
23.75.10.11.14.34;Steel Water-Tube Boilers
23.75.10.11.17;Warm Air Heat Generators
23.75.10.11.17.11;Furnaces
23.75.10.11.17.11.11;Electric-Resistance Furnaces
23.75.10.11.17.11.14;Fuel-Fired Furnaces
23.75.10.11.21;Steam Heat Generators
23.75.10.11.24;Heat Generators, Thermal Liquid
23.75.10.11.27;Fuel Burners
23.75.10.11.27.11;Fuel Oil Filters
23.75.10.11.27.14;Nozzles
23.75.10.11.27.17;Burner Controls
23.75.10.11.31;Solid Fuel Transport and Handling Equipment
23.75.10.11.34;Fuel Gas Heat Recovery Devices
23.75.10.14;Independent Electric Heating Units
23.75.10.14.11;Electric Convectors
23.75.10.14.11.11;Static Convectors
23.75.10.14.11.14;Fan Convectors
23.75.10.14.14;Electric Radiators
23.75.10.14.14.11;Storage Heaters
23.75.10.14.14.14;Infrared Radiators/Plates
23.75.10.14.14.17;Ultraviolet Radiators
23.75.10.14.14.21;Electric Heated Towel Bars
23.75.10.14.14.24;Electric Heated Ceiling Panels
23.75.10.14.14.27;Portable Radiators
23.75.10.14.17;Electric Surface Heating Products
23.75.10.14.17.11;Heating Sheets for Walls and Ceilings
23.75.10.14.17.14;Heating Sheets for Glazing
23.75.10.14.17.17;Pipe Heating Tapes/Cable Heating Trace
23.75.10.14.21;Embedded Electric Heating Appliances
23.75.10.14.21.11;Heating Sheets
23.75.10.14.21.14;Heating Cables
23.75.10.17;Non-Electric Local Heating Units 
23.75.10.17.11;Non-Electric Stoves
23.75.10.17.14;Fuel-Fired Heaters
23.75.10.17.14.11;Fuel-Fired Duct Heaters
23.75.10.17.14.14;Fuel-Fired Radiant Heaters
23.75.10.17.14.17;Fuel-Fired Unit Heaters
23.75.10.17.14.21;Fuel-Fired Air Heaters
23.75.10.17.14.24;Fuel-Fired Domestic Heaters
23.75.10.17.17;Combined Heating/Cooking Units
23.75.10.17.17.11;Heat Pumps, Heating Function
23.75.10.17.17.14;Heat Pumps, Cooling Function
23.75.10.17.17.17;Heat Pumps, Heating-Cooling Function
23.75.10.21;Heat Pumps
23.75.10.21.11;Air-Source Heat Pumps
23.75.10.21.14;Rooftop Heat Pumps
23.75.10.21.17;Water-Source Heat Pumps
23.75.10.24;Cooling and Freeze Plant
23.75.10.24.11;Chilled Water Plant
23.75.10.24.14;Refrigeration Plant
23.75.10.24.17;Cold Room Plant
23.75.10.24.21;Cooling and Freeze Components
23.75.10.24.21.11;Refrigerant Condensing Units
23.75.10.24.21.11.11;Packaged Refrigerant Condensing Coils and Fan Units
23.75.10.24.21.11.14;Refrigerant Condensing Coils
23.75.10.24.21.14;Refrigerant Evaporators
23.75.10.24.21.17;Refrigerant Compressors
23.75.10.24.21.17.11;Centrifugal Refrigerant Compressors
23.75.10.24.21.17.14;Reciprocating Refrigerant Compressors
23.75.10.24.21.17.17;Rotary-Screw Refrigerant Compressors
23.75.10.24.21.21;Packaged Water Chillers
23.75.10.24.21.21.11;Absorption Water Chillers
23.75.10.24.21.21.14;Centrifugal Water Chillers
23.75.10.24.21.21.17;Reciprocating Water Chillers
23.75.10.24.21.21.21;Rotary-Screw Water Chillers
23.75.10.24.21.24;Liquid Coolers and Evaporative Condensers
23.75.10.24.21.27;Unitary Air Conditioning Equipment
23.75.10.24.21.27.11;Packaged Air Conditioners
23.75.10.24.21.27.14;Packaged Rooftop Air Conditioning Units
23.75.10.24.21.27.17;Packaged Rooftop Make-Up Air Conditioning Units
23.75.10.24.21.27.21;Packaged Terminal Air Conditioning Units
23.75.10.24.21.27.24;Room Air Conditioners
23.75.10.24.21.27.27;Split System Air Conditioning Units
23.75.10.24.21.31;Cooling/Freeze Plant Accessories
23.75.10.24.21.31.11;Refrigerant Liquid
23.75.10.27;Solar Collectors
23.75.10.27.11;Solar Collectors, Complete Systems
23.75.10.27.11.11;Packaged Solar Equipment
23.75.10.27.14;Solar Collector Components
23.75.10.27.14.11;Solar Absorber Plates or Tubing
23.75.10.27.14.14;Solar Coatings and Surface Treatment
23.75.10.27.14.17;Solar Collector Insulation
23.75.10.27.14.21;Solar Glazing
23.75.10.27.14.24;Solar Housing and Framing
23.75.10.27.14.27;Solar Reflectors
23.75.10.27.17;Solar Collector Units
23.75.10.27.17.11;Solar Flat Plate Collectors
23.75.10.27.17.14;Solar Concentrating Collectors
23.75.10.27.17.17;Solar Vacuum Tube Collectors
23.75.10.27.17.21;Heat Exchangers, Tubular
23.75.10.27.17.24;Heat Exchangers, Plate
23.75.10.27.17.27;Heat Exchangers, Rotary
23.75.10.27.21;Photovoltaic Collectors
23.75.10.31;Wind Energy Equipment
23.75.10.34;Energy Recovery Equipment
23.75.10.34.11;Energy Storage Tanks
23.75.10.34.14;Heat Pipe
23.75.10.34.17;Heat Wheels
23.75.10.34.21;Heat Exchangers for Ventilation Air
23.75.10.37;Cooling Towers
23.75.10.37.11;Mechanical-Draft Cooling Towers
23.75.10.37.14;Natural-Draft Cooling Towers
23.75.35.00;Impelling Equipment
23.75.35.14;Air Handling Units
23.75.35.14.11;Built-Up Indoor Air Handling Units
23.75.35.14.14;Customized Rooftop Air Handling Units
23.75.35.14.17;Modular Indoor Air Handling Units
23.75.35.14.21;Modular Rooftop Air Handling Units
23.75.35.17;Fans
23.75.35.17.11;Fans for Air Ductwork
23.75.35.17.14;Fans, Single Units
23.75.35.17.17;Room Air Circulation Fans
23.75.35.17.17.11;Ceiling Fans
23.75.35.17.21;Air Curtains
23.75.35.17.24;Axial Fans
23.75.35.17.27;Centrifugal Fans
23.75.35.21;Extractors
23.75.35.21.11;Emergency Smoke Extractors
23.75.35.21.14;Extractors for Process Air
23.75.35.21.17;Industrial Ventilating Equipment
23.75.35.21.21;Power Ventilators
23.75.50.00;Energy Treatment 
23.75.50.11;Treatment of Circulation Liquids
23.75.50.11.14;Feedwater Equipment
23.75.50.11.14.11;Boiler Feedwater Pumps
23.75.50.11.14.14;Deaerators
23.75.50.11.14.17;Packaged Deaerator and Feedwater Equipment
23.75.50.14;Steam Treatment
23.75.50.14.11;Steam Dryers
23.75.50.17;Supply Air Treatment
23.75.50.17.11;Air Filters
23.75.50.17.11.11;Air Filter Components
23.75.50.17.11.11.11;Air Filter Media
23.75.50.17.11.14;High-Efficiency Air Filters
23.75.50.17.11.17;ULPA Filters
23.75.50.17.11.21;HEPA Filters
23.75.50.17.14;Dust Collectors
23.75.50.17.17;Electronic Air Cleaners
23.75.50.17.21;Air Humidifiers
23.75.50.17.24;Dehumidifiers
23.75.50.17.24.11;Swimming Pool Dehumidification Units
23.75.50.17.27;Air Fresheners
23.75.50.17.31;Clean Room Air Treatment
23.75.65.00;Monitoring and Control Equipment
23.75.65.11;Monitoring and Control of Internal Climate 
23.75.65.11.11;Heating Controllers
23.75.65.11.14;Heating Programmers
23.75.65.11.17;Heating Optimizers/Economizers
23.75.65.14;Industrial Plant Performance Controls
23.75.65.14.14;Centralized Plant Controls
23.75.65.14.14.11;Temperature Controls
23.75.65.14.14.14;Pressure Controls
23.75.65.14.14.17;Flow Controls
23.75.65.14.14.21;Concentration Controls
23.75.65.14.17;Control and Monitoring Boards/Panels
23.75.70.00;HVAC Distribution Devices
23.75.70.11;Circulation Pipe Fittings
23.75.70.11.11;Distribution Collectors
23.75.70.11.14;Expansion Vessels
23.75.70.11.14.11;Air Ducts
23.75.70.11.14.14;Dampers for Air Ductwork
23.75.70.11.14.17;Fire Shutters for Air Ductwork
23.75.70.11.14.21;Guide Vanes
23.75.70.11.14.24;Air Mixers
23.75.70.11.14.27;Sound Attenuators
23.75.70.14;Air Ductwork
23.75.70.14.11;Access Fittings for Air Ductwork
23.75.70.14.14;Couplings for Air Ductwork
23.75.70.14.17;Hangers and Supports, Mechanical Fasteners for Air Ductwork
23.75.70.14.21;Fibrous Glass Ducts
23.75.70.14.24;Flexible Ducts
23.75.70.14.27;Glass-Fiber-Reinforced Plastic Ducts
23.75.70.14.31;Metal Ducts
23.75.70.14.34;Air Duct Accessories
23.75.70.17;Water Heated and Cooled Terminal Heating and Cooling Units
23.75.70.17.11;Radiators
23.75.70.17.14;Convectors
23.75.70.17.17;Radiation Panels
23.75.70.17.21;Embedded Water Heating Terminals
23.75.70.17.24;Finned-Tube Radiation
23.75.70.17.27;Fan Coil Units
23.75.70.17.31;Induction Units
23.75.70.17.34;Unit Heaters
23.75.70.17.37;Unit Ventilators
23.75.70.17.41;Water Heated Towel Bars
23.75.70.21;Terminals for Air
23.75.70.21.11;Supports, Mechanical Fasteners
23.75.70.21.14;Coil Units
23.75.70.21.17;Air Curtains
23.75.70.21.21;Local Air-Conditioning Units
23.75.70.21.24;Air Terminal Units
23.75.70.21.24.11;Constant Volume Air Terminal Units
23.75.70.21.24.14;Variable Volume Air Terminal Units
23.75.70.21.27;Air Outlets and Inlets
23.75.70.21.27.11;Diffusers, Registers, and Grilles
23.75.70.21.27.14;Gravity Ventilators
23.75.70.21.27.17;Intake and Relief Ventilators
23.75.70.21.27.21;Penthouse Ventilators
23.75.70.21.31;Exhaust Terminals
23.80.00.00;Electric Power and Lighting
23.80.10.00;Generation and Transformation Equipment
23.80.10.11;Electrical Generators
23.80.10.11.11;Electrical Generators, Single Units
23.80.10.11.11.11;Engine Generators
23.80.10.11.11.14;Motor Generators
23.80.10.11.14;Driven Electrical Generator Sets
23.80.10.11.14.11;Driving Units
23.80.10.11.14.14;Electricity Generation Units
23.80.10.11.17;Frequency Changers
23.80.10.11.21;Rotary Converters
23.80.10.11.24;Rotary Uninterruptible Power Units
23.80.10.14;Transformers
23.80.10.14.11;Power Transformers
23.80.10.14.14;Current Transformers
23.80.10.14.17;Safety Transformers
23.80.10.14.21;Transformer Accessories
23.80.10.14.21.11;Transformer Commutators
23.80.10.14.21.14;Transformer Ballasts
23.80.10.17;Static Power Converters
23.80.10.17.11;Static Rectifiers
23.80.10.17.14;Ondulators
23.80.10.17.17;Combined Converter Sets
23.80.10.17.21;Battery Chargers
23.80.10.17.24;Direct Current (DC) Drive Controllers
23.80.10.17.27;Slip Controllers
23.80.10.17.31;Static Frequency Converters
23.80.10.17.34;Static Uninterruptible Power Supplies
23.80.10.17.37;Variable Frequency Controllers
23.80.10.21;Electric Motors
23.80.10.21.11;Direct Current (DC) Motors
23.80.10.21.14;Alternating Current (AC) Motors
23.80.10.24;Power Storage
23.80.10.24.11;Batteries
23.80.10.24.11.11;Battery Racks
23.80.10.24.11.14;Central Battery Equipment
23.80.10.24.14;Battery Chargers
23.80.10.24.17;Uninterrupted Power Supply (UPS) Units
23.80.25.00;Measuring and Recording Devices
23.80.25.11;Electrical Meters
23.80.25.11.11;Power Meters
23.80.25.11.14;Voltage Meters
23.80.25.11.17;Resistance Meters
23.80.25.11.21;Frequency Meters
23.80.25.11.24;Multi-Meters
23.80.25.14;Electrical Energy Recording Devices
23.80.25.14.11;Watt-Hour Recorders (Electricity Usage Meters)
23.80.30.00;Distribution Devices
23.80.30.11;Power Supply Devices
23.80.30.11.11;Main Switches
23.80.30.11.14;Inverters
23.80.30.11.17;Distribution Boards and Control Panels
23.80.30.11.21;Photoelectric Cells
23.80.30.14;Power Distribution
23.80.30.14.24;Junction Boxes
23.80.30.17;Conduit, Wireways, and Ducts
23.80.30.17.11;Conduits
23.80.30.17.14;Wireways 
23.80.30.17.17;Cable Trays and Horizontal Racks
23.80.30.17.21;Cable Reels
23.80.30.17.24;Mechanical Fasteners for Conduits and Trunking
23.80.30.24;Switchgear
23.80.30.24.11;Mechanical Switchgear
23.80.30.24.14;Electronic Switchgear
23.80.30.24.17;Remote Control Switchgear
23.80.30.24.21;Time Switchgear
23.80.30.27;Variable Power or Resistance Appliances
23.80.30.27.11;Commutators
23.80.30.27.14;Rheostats
23.80.30.27.17;Dimmers
23.80.30.27.21;Speed Controllers
23.80.40.00;Electric Power Protection Devices
23.80.40.11;Earth Connection Electrodes
23.80.40.14;Circuit Breakers
23.80.40.14.11;Automatic Overload Circuit Breakers
23.80.40.14.14;Ground Fault Intercept (GFI) Circuit Breakers
23.80.40.14.17;Earth Leakage Circuit Breakers
23.80.40.21;Lightning Protection
23.80.45.00;Electric Power Treatment Devices
23.80.45.14;Harmonic Control Devices
23.80.45.14.11;Electric Interference Suppressor Filters
23.80.50.00;Terminals for Power Supply
23.80.50.11;Switches and Receptacles
23.80.50.11.11;Receptacle Terminal Units
23.80.50.11.14;Switches
23.80.50.11.17;Ground Fault Receptacles
23.80.50.14;Plug Connectors
23.80.70.00;Lighting
23.80.70.11;Luminaries for Internal Lighting
23.80.70.11.11;General Luminaries, Non Directional
23.80.70.11.14;General Luminaries, Directional
23.80.70.11.14.11;Downlights
23.80.70.11.14.14;Uplights
23.80.70.11.14.17;Direct/Indirect
23.80.70.11.14.21;Spots and Tracklight Specialties
23.80.70.11.17;Specialized Lighting by Location or Use
23.80.70.11.21;Emergency Lighting
23.80.70.11.24;Fiber Optic Lighting
23.80.70.14;Luminaries for External Lighting
23.80.70.14.11;Amenity Lighting
23.80.70.14.11.11;Lighting Bollards
23.80.70.14.11.14;Post-Top Lighting
23.80.70.14.11.17;Wall or Ceiling Mounted External Lighting
23.80.70.14.11.21;Buried Uplights
23.80.70.14.14;Exterior Floodlights
23.80.70.14.17;Exterior Spotlights
23.80.70.14.21;Street and Roadway Lighting
23.80.70.14.24;Aircraft Paving Lighting
23.80.70.14.27;Security Lighting
23.80.70.17;Communication Lighting Specialties
23.80.70.17.11;Emergency Signs
23.80.70.17.14;Illuminated Signs/Boards
23.80.70.17.17;Publicity Lighting
23.80.70.17.21;Lasers
23.85.00.00;Information and Communication
23.85.05.00;Complete Information Systems
23.85.05.14;Complete Visual Information Systems
23.85.05.14.21;Complete Visual Signaling
23.85.05.14.21.11;Mechanical Signals
23.85.05.17;Complete Audio-Visual Systems
23.85.05.17.11;Broadcasting Equipment
23.85.05.17.11.11;Television Broadcasting Equipment
23.85.05.17.11.14;Multimedia Broadcasting Equipment
23.85.05.17.11.17;Broadcasting Light Signals
23.85.10.00;General Information Systems
23.85.10.11;Audio Information, Sound Signals
23.85.10.11.11;Sound and Signal Devices
23.85.10.11.11.11;Bells, Carillons, Single Units
23.85.10.11.11.14;Sirens
23.85.10.11.11.17;Aerials
23.85.10.11.11.21;Speakers
23.85.10.11.14;Audio Equipment
23.85.10.11.14.11;Audio Recorders
23.85.10.11.14.14;Sound Reinforcement
23.85.10.11.14.14.11;Microphones
23.85.10.11.14.14.14;Loudspeakers
23.85.10.11.14.14.17;Sound Amplifiers
23.85.10.11.14.14.21;Audio Equalizers
23.85.10.11.14.17;Headphones
23.85.10.11.14.21;Audio Reproducing Units
23.85.10.11.14.24;Audio Information Accessories
23.85.10.14;Visual Information Systems
23.85.10.14.11;Cameras
23.85.10.14.11.11;Analog Cameras
23.85.10.14.11.14;Digital Cameras
23.85.10.14.14;Slide Projectors
23.85.10.14.17;Overhead Projectors
23.85.10.14.21;Presentation Systems
23.85.10.14.24;Video Monitors
23.85.10.14.24.11;Cathode Ray Tube (CRT) Video Monitors
23.85.10.14.24.14;Liquid Crystal Display (LCD) Video Monitors
23.85.10.14.24.17;Plasma Video Monitors
23.85.10.14.27;Video Walls
23.85.10.14.31;Projection Screens
23.85.10.17;Audio-Visual Systems
23.85.10.17.11;Audio-Visual System Components
23.85.10.17.11.11;Broadcasting Receiving Equipment
23.85.10.17.11.14;Audio-Visual Recorders (Cam-Corders)
23.85.10.17.11.17;Film Projectors
23.85.10.17.11.21;Data/Multi/Media Projectors
23.85.10.17.11.24;Video Reproduction
23.85.30.00;Safety and Security Information Systems
23.85.30.11;Access Controls
23.85.30.11.11;Access Control and Counting Systems
